Date,Open,High,Low,Close,Adj Close,Volume,pct,pct_log,ema_20,ema_50,ema_200,ema_pct_20,ema_pct_50,ema_pct_200,rsi_20,y_binary_sma4
1999-01-25,0.442708,0.458333,0.410156,0.453125,0.415786,51048000,,,0.415786,0.415786,0.415786,,,,,0
1999-01-26,0.458333,0.467448,0.411458,0.417969,0.383527,34320000,-0.07758558489222822,0.09202609605992573,0.39885002500000005,0.39933390999999996,0.3995758525,-0.0407324320684197,-0.03956864829503648,-0.0389867564083447,,0
1999-01-27,0.419271,0.429688,0.395833,0.416667,0.382332,24436800,-0.0031158171393409484,0.0032563226907988962,0.39278470524562864,0.3934384336755099,0.39377032683894303,-0.015207018614005086,-0.014763274985813424,-0.014529220484005512,,0
1999-01-28,0.416667,0.419271,0.41276,0.415365,0.381137,22752000,-0.0031255557996714423,0.0032559141491361743,0.3894221928304239,0.39017614363454617,0.39056446303048675,-0.008560700990386083,-0.008291742142442327,-0.008141456046705908,,0
1999-01-29,0.415365,0.416667,0.395833,0.395833,0.363215,24403200,-0.04702246173947944,0.049931707903292155,0.3830828959031145,0.38434408767785494,0.3849846283424434,-0.01627872536291186,-0.01494723870702297,-0.014286590860694393,,0
1999-02-01,0.395833,0.40625,0.395833,0.403646,0.370384,15470400,0.0197376209682969,-0.019299096946722383,0.380404008920141,0.3817786645165197,0.3824899508163717,-0.006992969437223384,-0.006674808442703295,-0.006479940606492707,,0
1999-02-02,0.395833,0.40625,0.360677,0.372396,0.341709,26409600,-0.07741965095684478,0.08113128553372273,0.3730877405048634,0.3753451132313933,0.3764878761536895,-0.019232889884747584,-0.016851521268936742,-0.015692110733554254,,1
1999-02-03,0.367188,0.385417,0.364583,0.380208,0.348877,7512000,0.020976913104425066,-0.01933321702827906,0.3689027923547107,0.37155528620209666,0.37291451726557395,-0.011217061553643104,-0.010096913202544577,-0.009491298696314043,,1
1999-02-04,0.385417,0.411458,0.380208,0.401042,0.367995,18192000,0.05479868263026799,-0.050662972531595574,0.3687571780221269,0.3710935175365127,0.3723457859444147,-0.0003947227714226065,-0.0012427993430101925,-0.001525098366589539,,0
1999-02-05,0.407552,0.416667,0.397135,0.41276,0.378747,13684800,0.029217788285166968,-0.028808132711856005,0.3702615586518438,0.3720038064802183,0.3730150948911998,0.004079596871268576,0.0024529906901864518,0.0017975467214903507,,0
1999-02-08,0.415365,0.416667,0.398438,0.398438,0.365605,15408000,-0.03469862467557494,0.0363738788100052,0.3695971011430885,0.371298939565763,0.37230726506211476,-0.0017945625010995503,-0.0018947841451530945,-0.0018975903087555812,,1
1999-02-09,0.40625,0.408854,0.377604,0.382813,0.351268,8697600,-0.03921445275639002,0.03975748424020109,0.3671001615166599,0.36923857437423824,0.3704559643234289,-0.006755842020151337,-0.005549073730009457,-0.004972507690326644,,1
1999-02-10,0.382813,0.393229,0.372396,0.378906,0.347683,14822400,-0.010205882687862267,0.009805259781031861,0.36455915350294427,0.36715405271457086,0.36859717516228657,-0.006921838451984241,-0.0056454601559441375,-0.005017571155959355,,1
1999-02-11,0.380208,0.427083,0.380208,0.411458,0.377552,13224000,0.08590871569792013,-0.0780122673439485,0.36620095890825005,0.3681049172068315,0.3692792085320319,0.004503536365854988,0.0025898243127928655,0.0018503488786776323,,1
1999-02-12,0.416667,0.4375,0.416667,0.434896,0.399059,10972800,0.05696433868712125,-0.05687710111532163,0.370227647817746,0.37079507405051854,0.37140649505326395,0.010995844799261745,0.007308125259776199,0.005760645257252728,,0
