Date,Open,High,Low,Close,Adj Close,Volume,pct,pct_log,ema_20,ema_50,ema_200,ema_pct_20,ema_pct_50,ema_pct_200,rsi_20,y_binary_sma4
2004-08-19,2.490664,2.591785,2.390042,2.499133,2.499133,897427216,,,2.499133,2.499133,2.499133,,,,,1
2004-08-20,2.51582,2.716817,2.503118,2.697639,2.697639,458857488,0.0794299463053787,0.08344733411140326,2.60334865,2.60037106,2.5988822650000003,0.041700721810323804,0.04050927261574322,0.03991354801845293,,0
2004-08-23,2.758411,2.826406,2.71607,2.724787,2.724787,366857939,0.01006361488694374,0.01009023229174022,2.6479400840965863,2.643512755765898,2.641270888417597,0.017128491067297524,0.016590592177217145,0.016310328477922242,,0
2004-08-24,2.770615,2.779581,2.579581,2.61196,2.61196,306396159,-0.041407640303627535,-0.0421885210302857,2.6375531901184535,2.635145093620552,2.6338328859365707,-0.003922631799909704,-0.003165357204006347,-0.0028160695344210396,,1
2004-08-25,2.614201,2.689918,2.587302,2.640104,2.640104,184645512,0.01077505015390745,0.011162798607844415,2.638170209321879,2.636217771392717,2.6351123179950644,0.00023393621244771623,0.00040706592390771235,0.00048576812345424436,,0
2004-08-26,2.613952,2.688672,2.606729,2.687676,2.687676,142572401,0.01801898713081007,0.01839537755935905,2.64861366985902,2.6456741684123304,2.64409339970674,0.003958599979728028,0.0035871076821614167,0.0034082348787731753,,0
2004-08-27,2.692408,2.70536,2.632383,2.64384,2.64384,124826132,-0.01631000165198493,-0.016632809195146092,2.6477110870456504,2.6453796758906516,2.644056104746007,-0.0003407755625672859,-0.00011131095627525678,-1.4105008823483978e-05,,0
2004-08-30,2.622171,2.627402,2.540727,2.540727,2.540727,104429967,-0.039001225490196134,-0.04091834935744265,2.6292183500272377,2.6303950210982507,2.630683404336577,-0.006984424059290784,-0.005664462809995663,-0.005057646237319413,,0
2004-08-31,2.54795,2.583068,2.544463,2.549693,2.549693,98825037,0.0035289112132079747,0.0037778950418836388,2.616462095022866,2.619927979271523,2.6213203353253354,-0.004851729033550911,-0.003979266134087167,-0.003559177434961147,,0
2004-09-01,2.557912,2.564637,2.482445,2.496891,2.496891,183633734,-0.02070915988709221,-0.022358126466610728,2.5984557241761324,2.6052942223599325,2.6083100428007318,-0.0068819536430456685,-0.005585556941782643,-0.0049632592969561795,,1
2004-09-02,2.47049,2.549693,2.464263,2.528273,2.528273,303810504,0.01256843009967179,0.013649694236496979,2.588441152998066,2.5968098727362556,2.6006647147505606,-0.0038540472654162716,-0.003256580216875249,-0.0029311423583531226,,1
2004-09-03,2.514326,2.534002,2.473728,2.490913,2.490913,103538639,-0.014776885249338179,-0.016050205732594525,2.575155072681733,2.585917411613262,2.5910073702573055,-0.005132850055696414,-0.004194554725531874,-0.003713413897024176,,1
2004-09-07,2.51582,2.540478,2.480951,2.530017,2.530017,117506800,0.01569866149480137,0.017067576754122182,2.5692481225690944,2.5805115886567913,2.5860291760460363,-0.0022938230692598482,-0.002090485539945397,-0.0019213354112438408,,1
2004-09-08,2.509095,2.566132,2.503118,2.54795,2.54795,100186120,0.00708809466497673,0.007609237438922278,2.566556843736182,2.5775339183902064,2.583128921800255,-0.001047496662261338,-0.001153906953827999,-0.0011215087102055543,,1
2004-09-09,2.553678,2.558161,2.515571,2.548199,2.548199,81620792,9.772562255916384e-05,0.00010448196844081714,2.5643071257579146,2.5749844798559196,2.580633741405413,-0.0008765510040262825,-0.0009890998974240173,-0.0009659527148584424,,1
2004-09-10,2.530515,2.654052,2.523043,2.623417,2.623417,174804764,0.029518102785536016,0.03110032159359677,2.5713583568540535,2.579002045478961,2.5835128953572397,0.0027497607542055214,0.0015602290633092153,0.0011156770934332982,,1
2004-09-13,2.655795,2.700129,2.651561,2.677464,2.677464,157628624,0.020601757173945412,0.02114347699377528,2.5837184380463114,2.586827393220775,2.589492545585892,0.004806829495123344,0.0030342541819738944,0.0023145424353785415,,1
2004-09-14,2.676219,2.789544,2.65978,2.776842,2.776842,217608605,0.03711646543146796,0.037004102086962254,2.605746986809244,2.6013445047025963,2.6008090142893794,0.008525909185208791,0.005611936660275818,0.0043701491718051155,,1
2004-09-15,2.753679,2.845086,2.744712,2.789544,2.789544,215279909,0.004574260977037836,0.004468586009056752,2.6263243094805353,2.6152074576451514,2.6116616289897308,0.007896899727969586,0.005329149183237458,0.004172784176279309,,1
2004-09-16,2.798012,2.884189,2.780827,2.83861,2.83861,186207345,0.01758925473123929,0.016996515880141727,2.6497003166620074,2.631115542238904,2.62411920679441,0.008900655222620069,0.006082914969995024,0.004769981557487535,,1
2004-09-17,2.849818,2.926282,2.828149,2.926282,2.926282,190350817,0.030885539049041677,0.029155331057739042,2.6797098552389134,2.6514822228499164,2.6399920810245554,0.011325634973962106,0.007740701722920962,0.006048838859548544,0.2465181845804085,1
2004-09-20,2.912832,3.028648,2.908349,2.972857,2.972857,213585582,0.015916101045627018,0.014706424047056466,2.7111004248055997,2.6730159143637233,2.6567636219904642,0.01171416730259689,0.00812137880021746,0.006352875482641629,0.2633193417544146,0
2004-09-21,2.984065,2.999258,2.92678,2.934999,2.934999,145262446,-0.012734551308724251,-0.011763244573363862,2.734795148523632,2.6900954432519586,2.670237799462716,0.00873989155887922,0.006389609877164082,0.005071650846437459,0.2223533676927124,1
2004-09-22,2.92404,2.980578,2.909345,2.948448,2.948448,152344894,0.0045822843551224235,0.004246110756499499,2.7571686566134352,2.7065118284628613,2.6832115658802187,0.008181054475645544,0.006102528909181615,0.004858655817138402,0.22781583185150084,1
2004-09-23,2.959906,3.054302,2.914575,3.009221,3.009221,171524515,0.020611860884099054,0.018868684565687133,2.783315425789253,2.7252899341592185,2.697876406096872,0.009483195419729418,0.006938120683190219,0.005465405860324957,0.251107719856806,1
2004-09-24,3.012209,3.090914,2.98282,2.984563,2.984563,183336625,-0.008194147256050721,-0.0074684976951451265,2.804016037256126,2.741014741197372,2.7103359032248564,0.007437393288258987,0.0057699574790397445,0.0046182609032152655,0.22462405123738194,1
2004-09-27,2.977838,3.010715,2.934003,2.94546,2.94546,141994242,-0.013101750574539661,-0.012061178255458382,2.8184550906548655,2.7531540705122968,2.720223153961311,0.005149418978669162,0.004428771991799474,0.003647979840686988,0.18434496408374998,1
2004-09-28,3.021176,3.173106,2.994028,3.159657,3.159657,340190355,0.07272106903505726,0.06498264354893712,2.8530492748919536,2.776813949227583,2.7381271400923586,0.012274165500025802,0.00859373580603262,0.006581807858290878,0.2609604203015182,1
2004-09-29,3.155672,3.362895,3.143966,3.264763,3.264763,613229953,0.033265003131669024,0.028443923060303966,2.8945373975574826,2.804685063814516,2.7589430391564598,0.014541677576564105,0.010037083901384802,0.007602239778901954,0.287590263494393,1
2004-09-30,3.235373,3.295149,3.212957,3.227901,3.227901,276468402,-0.011290865523776117,-0.009597037150635979,2.9279454413766444,2.8284335201323545,2.7769466775096614,0.011541755807802812,0.008467423535082785,0.006525556380716724,0.256478600855405,1
2004-10-01,3.257789,3.343468,3.210466,3.302123,3.302123,303934969,0.02299388983738959,0.01939997593153797,2.9652579550964964,2.854572550094774,2.796551022783788,0.012743582306065315,0.009241521773931005,0.007059676526345093,0.2752921718732162,1
2004-10-04,3.368624,3.408972,3.338237,3.363891,3.363891,261693228,0.01870554185897988,0.015514212702861796,3.004831822690631,2.8822359732582328,2.81716491409567,0.013345843158811155,0.00969091612771944,0.007371183698755335,0.2895357691135385,1
2004-10-05,3.353929,3.450317,3.293655,3.446332,3.446332,300887589,0.02450763119256827,0.01995892383698261,3.048485101568922,2.9124188891261427,2.8394376056174537,0.014527694544715697,0.010472048835678649,0.007906065921218453,0.30674597758821237,0
2004-10-06,3.425909,3.448325,3.387304,3.414203,3.414203,268900140,-0.009322665372924033,-0.0075699620897105024,3.0845143855035433,2.9388894095923375,2.8592794855032135,0.011818750210089046,0.009088843835282523,0.006987961223907657,0.28056141835078535,1
2004-10-07,3.410218,3.483941,3.401002,3.458287,3.458287,283643194,0.012911944603176684,0.010447785279570798,3.121216863428513,2.965923131781979,2.8794623229893483,0.011898948533831666,0.009198618396937697,0.007058714472811589,0.29038761774883226,0
2004-10-08,3.45505,3.47896,3.412708,3.430392,3.430392,222442656,-0.008066132163120021,-0.00652725109885377,3.1514867183915416,2.98979161827276,2.8975947084227394,0.009698094136842084,0.008047574205485297,0.00629714279941207,0.2674963077414692,1
2004-10-11,3.41221,3.458537,3.333754,3.368873,3.368873,210437827,-0.017933518968094586,-0.01468049570384955,3.172713352988268,3.0090378601487027,2.9127574128730718,0.006735435206771223,0.00643731882794607,0.005232858966182308,0.21914520282670366,1
2004-10-12,3.348449,3.427403,3.322546,3.422173,3.422173,234419380,0.015821314724538516,0.012924208163951345,3.1970133019393994,3.0297734358196156,2.9287908147991124,0.007659043300663804,0.006891098296080589,0.005504544201031081,0.2344048530746437,1
2004-10-13,3.56962,3.575349,3.488923,3.509346,3.509346,397203256,0.025472996251212354,0.020445795447529003,3.2273717900926675,3.053582253709012,2.9466782652280057,0.009495890472164037,0.007858283265644861,0.006107452378814049,0.2571233538550351,1
2004-10-14,3.512086,3.546208,3.451065,3.536743,3.536743,209835578,0.00780686771837269,0.006194334764289433,3.2573835677510488,3.077321603372177,2.9644872069905235,0.009299138621249314,0.007774262387833186,0.006043734727564365,0.26380715743203353,1
2004-10-15,3.60972,3.623917,3.535498,3.589296,3.589296,265150137,0.014859151484854838,0.011676506420195354,3.2895251276418978,3.1022296350721703,2.982970827110338,0.009867293557031198,0.008094061950723264,0.006235014297322206,0.27624056515716305,1
2004-10-18,3.566631,3.716071,3.517067,3.715075,3.715075,282061287,0.035042805051464176,0.026951460897744806,3.3306684966152593,3.1317664463394985,3.0042115392817315,0.01250738856731437,0.009521155666041059,0.007120657023645727,0.3024409351238168,1
2004-10-19,3.74845,3.795773,3.669994,3.684689,3.684689,363918964,-0.008179108093376297,-0.0062578082948964164,3.364846824402797,3.158178017252396,3.02358507588822,0.010261702064396694,0.008433442073487951,0.0064487924212954795,0.27923825653539763,1
2004-10-20,3.68693,3.710841,3.476967,3.499134,3.499134,456613107,-0.05035838845557927,-0.039619050950770895,3.377794459065355,3.174326441514993,3.0368780052205886,0.003847912056102576,0.0051132090003735975,0.004396413197820692,0.15710466658084357,1
2004-10-21,3.596519,3.739234,3.527279,3.720554,3.720554,585767401,0.06327851405519191,0.04898707613887199,3.410803548124279,3.199987926935343,3.0556507144115397,0.009772379420640576,0.008084072603478765,0.006181581597508812,0.2135072582653686,1
2004-10-22,4.247579,4.48743,4.086682,4.294653,4.294653,1481207196,0.15430470838482657,0.10921772826373388,3.4958310944097875,3.251018529403675,3.089086443225927,0.02492888994802067,0.01594712343718263,0.010942261383702245,0.30227362276854536,1
2004-10-25,4.393532,4.842599,4.297641,4.667505,4.667505,1315480331,0.0868177242724848,0.05712609952771741,3.608439278436848,3.316566479660883,3.130968175909242,0.03221213525079425,0.020162281347941624,0.013557967202620036,0.33683479353788726,1
2004-10-26,4.641104,4.798016,4.483196,4.528028,4.528028,895628499,-0.029882560382902712,-0.019692105208839905,3.696742968299235,3.3722339192779858,3.167433015640021,0.02447143572293653,0.01678465966489373,0.011646506026906422,0.28294603472041174,1
2004-10-27,4.550942,4.720307,4.527281,4.631889,4.631889,536262538,0.022937358161212895,0.015015860405189985,3.7864699275463147,3.4297286593676137,3.2050494330140835,0.024271895562260504,0.01704945192590257,0.011875994595093697,0.29337560337723345,1
2004-10-28,4.649572,4.841602,4.622673,4.814454,4.814454,596097978,0.0394148046293854,0.025217713758035387,3.88503453004615,3.4925283629242667,3.2457485963148476,0.026030736909538055,0.01831039997439099,0.012698451038394731,0.31024620284854704,1
2004-10-29,4.953682,4.980083,4.747206,4.748203,4.748203,849672890,-0.013760854294173175,-0.0088166281926505,3.9677431628302107,3.5491280935469156,3.2831692073671475,0.0212890341499945,0.016205947308401525,0.011529115685295688,0.28573983221639365,1
2004-11-01,4.820681,4.923296,4.763894,4.882449,4.882449,490828877,0.02827301191629772,0.017897876471427043,4.055339140726231,3.6088776412156056,3.3224144282551826,0.022077028250371278,0.016834993298023626,0.011953456678374108,0.29872470715872096,0
2004-11-02,4.950943,4.962649,4.815451,4.853558,4.853558,455553149,-0.005917317313504089,-0.0037428849163501088,4.131739661694129,3.6643445351687634,3.359447357733537,0.018839489945646548,0.015369569009403783,0.011146390758302482,0.28790764661190965,0
2004-11-03,4.935999,5.021179,4.750942,4.773856,4.773856,557630330,-0.016421355220232137,-0.010481454655929312,4.193169805284791,3.713524884857041,3.393176705691236,0.014867864052565682,0.013421322481078413,0.01004014778801432,0.2580937924822335,0
2004-11-04,4.693408,4.742225,4.566633,4.600257,4.600257,578544429,-0.03636452377281596,-0.023697079078284666,4.232098377889231,3.752630441322286,3.421567365749833,0.009283805429338043,0.010530576117776747,0.008366985430195317,0.19757527504061087,0
2004-11-05,4.532511,4.540481,4.198015,4.21794,4.21794,796297573,-0.08310774811059474,-0.056853824978027934,4.230744979600679,3.7730511877724124,3.440047365870327,-0.00031979367389523006,0.005441715289963511,0.00540103354546817,0.08864013519453863,1
2004-11-08,4.257293,4.369622,4.219185,4.297641,4.297641,449349985,0.018895716866527357,0.013005489407728943,4.237137316193364,3.795966499113115,3.4596876808439307,0.0015109245826694373,0.0060734165004083795,0.005709315275266524,0.10226970487407058,1
2004-11-09,4.336247,4.363644,4.116321,4.201751,4.201751,444226854,-0.022312240598970412,-0.015475925094760812,4.233757006187328,3.8136132941186487,3.4764648719628357,-0.0007977815571652558,0.004648827909744968,0.004849336895870415,0.07801557431869448,1
2004-11-10,4.250817,4.296894,4.142722,4.180829,4.180829,427355853,-0.004979352655595126,-0.0034773850701635967,4.228702465070832,3.8295148676704227,3.4921906617376903,-0.0011938666080998361,0.004169686941331241,0.004523500266515157,0.07271842612807823,1
2004-11-11,4.212461,4.576596,4.173606,4.558414,4.558414,601666773,0.0903134282698479,0.06044363957117982,4.2601812018733405,3.8609499621791183,3.515704395180842,0.007444065186076321,0.008208636235904843,0.006733233010665973,0.13607633189358914,0
2004-11-12,4.613458,4.727281,4.418439,4.533009,4.533009,672354740,-0.005573210331488165,-0.003684173774727073,4.286222913210203,3.889820807270286,3.537871025899138,0.006112817765923095,0.007477653265123729,0.006305032570053548,0.129465751135059,0
2004-11-15,4.494404,4.690419,4.452063,4.604491,4.604491,477844390,0.015769216429969646,0.010352202952748524,4.316595480466573,3.920407686192497,3.560840276987354,0.007086091384272297,0.007863313103020797,0.006492393566658761,0.14053061755729387,0
2004-11-16,4.420929,4.469995,4.254802,4.297392,4.297392,839832142,-0.06669553703112896,-0.04520127839606103,4.31476323063999,3.9364844828518955,3.5765199955692544,-0.0004244664191662695,0.004100797148220092,0.004403375990558622,0.0643221826206024,0
2004-11-17,4.209721,4.420929,4.209223,4.296396,4.296396,728034662,-0.00023176847725336902,-0.00015898080649745516,4.313011074780575,3.9517807286618516,3.5916729211157454,-0.0004060838951653878,0.0038857630143316335,0.00423677920583776,0.06409305827636565,0
2004-11-18,4.241352,4.344217,4.127778,4.172859,4.172859,667677273,-0.028753634441517906,-0.020013437380145493,4.299643269182792,3.9611458010820555,3.6037722217666888,-0.003099413696372899,0.0023698360468940027,0.003368708932211195,0.03569579690438822,1
2004-11-19,4.211713,4.233631,4.147454,4.219185,4.219185,352086780,0.011101741036541268,0.007728236120389198,4.291970196014508,3.972042299592272,3.616446321147374,-0.0017845836707617302,0.002750845098213661,0.0035168980170650066,0.04474243100735116,1
2004-11-22,4.096396,4.221676,4.017691,4.112087,4.112087,496582362,-0.025383575263943303,-0.017859506911586664,4.274817467294172,3.9779383564193407,3.6265462716433676,-0.003996469671728842,0.0014843892341414033,0.002792783190762149,0.020082622178859352,1
2004-11-23,4.183569,4.254802,4.146956,4.172361,4.172361,498393124,0.014657763807040203,0.010291435973571739,4.265048890076808,3.986100240950212,3.637553867439338,-0.0022851448727581047,0.0020517875843149014,0.003035283427111013,0.03261682233611708,1
